AF_left;AF_right;ATR_left;ATR_right;CA;CC_1;CC_2;CC_3;CC_4;CC_5;CC_6;CC_7;CG_left;CG_right;CST_left;CST_right;MLF_left;MLF_right;FPT_left;FPT_right;FX_left;FX_right;ICP_left;ICP_right;IFO_left;IFO_right;ILF_left;ILF_right;MCP;OR_left;OR_right;POPT_left;POPT_right;SCP_left;SCP_right;SLF_I_left;SLF_I_right;SLF_II_left;SLF_II_right;SLF_III_left;SLF_III_right;STR_left;STR_right;UF_left;UF_right;CC;T_PREF_left;T_PREF_right;T_PREM_left;T_PREM_right;T_PREC_left;T_PREC_right;T_POSTC_left;T_POSTC_right;T_PAR_left;T_PAR_right;T_OCC_left;T_OCC_right;ST_FO_left;ST_FO_right;ST_PREF_left;ST_PREF_right;ST_PREM_left;ST_PREM_right;ST_PREC_left;ST_PREC_right;ST_POSTC_left;ST_POSTC_right;ST_PAR_left;ST_PAR_right;ST_OCC_left;ST_OCC_right
3.945442438125610352e-01;4.247383475303649902e-01;4.236770570278167725e-01;4.566936194896697998e-01;2.717334926128387451e-01;5.221613645553588867e-01;5.313047170639038086e-01;3.749282658100128174e-01;4.433515667915344238e-01;5.054056048393249512e-01;5.286152362823486328e-01;5.801744461059570312e-01;4.576621055603027344e-01;4.923210740089416504e-01;5.601150989532470703e-01;5.854460000991821289e-01;4.336942136287689209e-01;4.258216321468353271e-01;4.968375861644744873e-01;4.145841300487518311e-01;4.850552082061767578e-01;2.075492888689041138e-01;4.079575240612030029e-01;3.781430423259735107e-01;4.137057960033416748e-01;4.690470099449157715e-01;3.922488689422607422e-01;4.126381278038024902e-01;3.818082809448242188e-01;3.986929953098297119e-01;4.713132679462432861e-01;5.279361605644226074e-01;5.269305706024169922e-01;3.354874551296234131e-01;2.815611660480499268e-01;4.290233254432678223e-01;4.314899146556854248e-01;3.893353343009948730e-01;3.802995681762695312e-01;4.016491174697875977e-01;3.965564370155334473e-01;3.927666246891021729e-01;4.078423976898193359e-01;4.297595322132110596e-01;3.740560412406921387e-01;5.421362519264221191e-01;4.294680655002593994e-01;4.280308187007904053e-01;4.832853078842163086e-01;4.351150393486022949e-01;4.366397559642791748e-01;4.521065354347229004e-01;4.089795053005218506e-01;3.950790464878082275e-01;4.480791687965393066e-01;4.070205688476562500e-01;4.506252408027648926e-01;4.408201277256011963e-01;4.354608654975891113e-01;3.782512247562408447e-01;4.076543450355529785e-01;3.544920682907104492e-01;3.597669005393981934e-01;3.886518478393554688e-01;3.863624930381774902e-01;3.598099648952484131e-01;3.894134163856506348e-01;3.716395497322082520e-01;4.050928950309753418e-01;4.252028763294219971e-01;4.680370986461639404e-01;4.632684588432312012e-01
3.835771381855010986e-01;4.313485026359558105e-01;4.507600367069244385e-01;4.886831641197204590e-01;2.680504620075225830e-01;4.998943507671356201e-01;4.587320983409881592e-01;3.327726423740386963e-01;4.388822317123413086e-01;4.301660358905792236e-01;4.946749210357666016e-01;5.686410665512084961e-01;4.380492568016052246e-01;4.981662631034851074e-01;5.282632112503051758e-01;6.206969022750854492e-01;4.427868723869323730e-01;4.412003159523010254e-01;4.948244690895080566e-01;3.838786184787750244e-01;3.881206512451171875e-01;2.903638780117034912e-01;3.716928660869598389e-01;3.330922424793243408e-01;4.142835736274719238e-01;4.779666662216186523e-01;3.854879438877105713e-01;4.067429304122924805e-01;4.213525354862213135e-01;4.205445051193237305e-01;4.541189074516296387e-01;4.956278502941131592e-01;4.629615545272827148e-01;3.376326262950897217e-01;2.874440252780914307e-01;4.090133905410766602e-01;4.390321075916290283e-01;3.820512592792510986e-01;4.152396023273468018e-01;3.915418088436126709e-01;4.203120172023773193e-01;4.210850894451141357e-01;4.693558812141418457e-01;4.707467555999755859e-01;3.704334199428558350e-01;5.159447193145751953e-01;4.182550609111785889e-01;4.829812049865722656e-01;4.765671491622924805e-01;5.333226919174194336e-01;4.774361848831176758e-01;5.291583538055419922e-01;3.813025355339050293e-01;4.763226807117462158e-01;4.837591350078582764e-01;4.768951833248138428e-01;4.518310427665710449e-01;4.535089433193206787e-01;4.503419995307922363e-01;4.215654432773590088e-01;3.875309526920318604e-01;3.451153635978698730e-01;3.519520163536071777e-01;3.716607391834259033e-01;4.050724506378173828e-01;3.793306052684783936e-01;4.009627103805541992e-01;3.970854878425598145e-01;3.827378153800964355e-01;4.485908746719360352e-01;5.091181397438049316e-01;4.645582139492034912e-01
3.747897446155548096e-01;4.301272034645080566e-01;4.561440050601959229e-01;4.905422925949096680e-01;2.803842127323150635e-01;5.029919743537902832e-01;3.604241907596588135e-01;2.723946571350097656e-01;3.836022317409515381e-01;3.416274487972259521e-01;4.536105990409851074e-01;5.171747803688049316e-01;4.200261831283569336e-01;5.074442028999328613e-01;5.730087757110595703e-01;6.311966180801391602e-01;4.313175082206726074e-01;4.344114065170288086e-01;4.801614284515380859e-01;3.907866179943084717e-01;3.207172155380249023e-01;3.482027351856231689e-01;3.538128137588500977e-01;2.932382524013519287e-01;4.276235997676849365e-01;4.692970514297485352e-01;3.544491231441497803e-01;4.272261261940002441e-01;4.325268566608428955e-01;4.146981835365295410e-01;4.357753098011016846e-01;5.111034512519836426e-01;4.084375798702239990e-01;3.494005799293518066e-01;2.930600643157958984e-01;3.863492608070373535e-01;4.523740708827972412e-01;3.685610294342041016e-01;4.160201847553253174e-01;4.028173089027404785e-01;4.193854033946990967e-01;4.457228481769561768e-01;5.067807435989379883e-01;4.227564632892608643e-01;3.263829946517944336e-01;4.553079903125762939e-01;3.947675228118896484e-01;4.897819757461547852e-01;4.217148125171661377e-01;5.508915185928344727e-01;5.065007209777832031e-01;5.619584918022155762e-01;4.076313972473144531e-01;5.367464423179626465e-01;4.668927490711212158e-01;5.377247333526611328e-01;4.290352165699005127e-01;4.701080918312072754e-01;4.353096485137939453e-01;4.395928680896759033e-01;3.752836287021636963e-01;3.792814612388610840e-01;3.474376201629638672e-01;3.606168031692504883e-01;4.166363477706909180e-01;4.088140726089477539e-01;4.040445685386657715e-01;3.947520256042480469e-01;4.113546013832092285e-01;4.517346918582916260e-01;5.114090442657470703e-01;4.445450603961944580e-01
3.736767172813415527e-01;4.339779019355773926e-01;4.165417253971099854e-01;4.288975298404693604e-01;2.717767953872680664e-01;4.659698009490966797e-01;3.742186427116394043e-01;2.900883257389068604e-01;3.675554692745208740e-01;3.769072294235229492e-01;4.337109625339508057e-01;4.775063395500183105e-01;4.072227478027343750e-01;4.997482299804687500e-01;5.417613387107849121e-01;5.707968473434448242e-01;4.157392084598541260e-01;3.980827629566192627e-01;4.680173695087432861e-01;4.047057628631591797e-01;2.585328221321105957e-01;3.865906000137329102e-01;3.904387950897216797e-01;2.678803801536560059e-01;4.277711808681488037e-01;4.508229196071624756e-01;3.540976643562316895e-01;4.100804924964904785e-01;4.315303862094879150e-01;3.534138798713684082e-01;4.292109012603759766e-01;5.241513252258300781e-01;4.128912389278411865e-01;3.417190015316009521e-01;3.102177083492279053e-01;3.893267810344696045e-01;4.348156750202178955e-01;3.669709861278533936e-01;4.557881951332092285e-01;4.142980277538299561e-01;4.059138894081115723e-01;4.124035537242889404e-01;4.696740806102752686e-01;3.905664682388305664e-01;3.176366388797760010e-01;4.058527350425720215e-01;3.766711950302124023e-01;4.654600024223327637e-01;3.426685035228729248e-01;4.330291748046875000e-01;4.275658428668975830e-01;4.891343414783477783e-01;3.746574819087982178e-01;5.363236069679260254e-01;4.015378057956695557e-01;5.207152366638183594e-01;3.602201044559478760e-01;4.661016166210174561e-01;3.971919417381286621e-01;4.303641617298126221e-01;3.971504569053649902e-01;4.231697916984558105e-01;3.287583291530609131e-01;3.541372418403625488e-01;4.136451482772827148e-01;4.251304864883422852e-01;3.737413883209228516e-01;3.922530710697174072e-01;4.202858805656433105e-01;4.391579031944274902e-01;4.632286131381988525e-01;4.602109789848327637e-01
3.810162246227264404e-01;4.217090010643005371e-01;3.548448383808135986e-01;3.705633580684661865e-01;2.843084037303924561e-01;4.138375520706176758e-01;3.737518489360809326e-01;2.952271401882171631e-01;3.808564543724060059e-01;3.785403668880462646e-01;4.086295068264007568e-01;4.638195633888244629e-01;3.801794946193695068e-01;4.625795185565948486e-01;5.166346430778503418e-01;5.289459228515625000e-01;4.031980335712432861e-01;3.840098977088928223e-01;4.702055752277374268e-01;4.285155534744262695e-01;1.884375810623168945e-01;3.128141462802886963e-01;4.084979891777038574e-01;2.624247968196868896e-01;4.264160692691802979e-01;4.196111261844635010e-01;3.339666128158569336e-01;3.893070816993713379e-01;4.401203095912933350e-01;3.891282379627227783e-01;4.287193119525909424e-01;4.988911151885986328e-01;4.300205111503601074e-01;3.417002558708190918e-01;3.580668866634368896e-01;3.776293992996215820e-01;4.195945262908935547e-01;3.701465427875518799e-01;4.334039092063903809e-01;4.211198389530181885e-01;3.873266577720642090e-01;3.859590888023376465e-01;4.278465509414672852e-01;3.706395328044891357e-01;3.026840984821319580e-01;3.845935463905334473e-01;4.046377539634704590e-01;4.002359509468078613e-01;3.022070825099945068e-01;3.345920741558074951e-01;3.423084020614624023e-01;3.880484998226165771e-01;3.663982450962066650e-01;4.978301227092742920e-01;3.578031957149505615e-01;4.787738621234893799e-01;4.065604805946350098e-01;4.562916755676269531e-01;3.467835485935211182e-01;3.926100134849548340e-01;4.178833067417144775e-01;4.232863187789916992e-01;3.450537025928497314e-01;3.482719659805297852e-01;4.106876552104949951e-01;4.085777401924133301e-01;3.627481758594512939e-01;3.900620639324188232e-01;3.944352269172668457e-01;4.142673313617706299e-01;3.916639387607574463e-01;4.630851149559020996e-01
3.892893791198730469e-01;4.220360815525054932e-01;2.985592782497406006e-01;3.192785680294036865e-01;2.877120077610015869e-01;3.925676941871643066e-01;4.125494360923767090e-01;3.440502882003784180e-01;4.240267574787139893e-01;4.103967845439910889e-01;4.068427681922912598e-01;3.969339132308959961e-01;4.051105380058288574e-01;4.157624542713165283e-01;4.381632506847381592e-01;3.257584273815155029e-01;3.812058269977569580e-01;3.485074341297149658e-01;4.187147915363311768e-01;4.687052071094512939e-01;2.245973944664001465e-01;2.978172898292541504e-01;3.408411145210266113e-01;2.760869264602661133e-01;3.973043262958526611e-01;3.835744559764862061e-01;3.133125305175781250e-01;3.906960487365722656e-01;4.739728868007659912e-01;3.971090018749237061e-01;4.405231773853302002e-01;4.208598732948303223e-01;4.447854161262512207e-01;3.603526055812835693e-01;4.192844927310943604e-01;3.644852042198181152e-01;4.193103909492492676e-01;3.714381158351898193e-01;3.993188440799713135e-01;4.083138406276702881e-01;3.686218559741973877e-01;3.476397693157196045e-01;3.974535465240478516e-01;3.380254507064819336e-01;2.838401198387145996e-01;3.804381191730499268e-01;4.347824156284332275e-01;3.459897339344024658e-01;2.779111862182617188e-01;3.052260875701904297e-01;3.220749497413635254e-01;3.351884186267852783e-01;3.494035005569458008e-01;4.352222979068756104e-01;3.230359852313995361e-01;4.592762589454650879e-01;3.853804767131805420e-01;4.404252767562866211e-01;3.171677291393280029e-01;3.440875113010406494e-01;3.800285756587982178e-01;3.701527714729309082e-01;3.191879391670227051e-01;3.091879785060882568e-01;3.809107542037963867e-01;3.687565922737121582e-01;3.406367897987365723e-01;3.479039072990417480e-01;3.670632839202880859e-01;3.814354538917541504e-01;3.624486029148101807e-01;4.491012096405029297e-01
3.773255050182342529e-01;4.037421941757202148e-01;2.792247831821441650e-01;3.182187080383300781e-01;2.746417224407196045e-01;3.534522056579589844e-01;3.997381329536437988e-01;3.620289862155914307e-01;4.366195201873779297e-01;3.561025559902191162e-01;3.809148371219635010e-01;3.532933592796325684e-01;3.946647942066192627e-01;3.864889442920684814e-01;4.153252243995666504e-01;3.659065067768096924e-01;3.532989323139190674e-01;2.962287664413452148e-01;3.914005458354949951e-01;4.653434753417968750e-01;2.088483870029449463e-01;2.168952524662017822e-01;2.820032238960266113e-01;2.487220615148544312e-01;3.587859272956848145e-01;3.342403471469879150e-01;3.000070750713348389e-01;3.362894058227539062e-01;4.820322692394256592e-01;3.083569407463073730e-01;4.144352972507476807e-01;3.846783638000488281e-01;3.986537456512451172e-01;3.513152003288269043e-01;4.406486153602600098e-01;3.301821351051330566e-01;4.071812927722930908e-01;3.910747766494750977e-01;4.019875824451446533e-01;3.692214190959930420e-01;3.510577380657196045e-01;3.294450044631958008e-01;3.973001241683959961e-01;3.084088861942291260e-01;2.526774406433105469e-01;3.550274074077606201e-01;3.931113779544830322e-01;3.195669949054718018e-01;2.925021648406982422e-01;3.078854680061340332e-01;3.229274153709411621e-01;3.295176327228546143e-01;2.936901748180389404e-01;4.032766819000244141e-01;3.153958022594451904e-01;4.420499801635742188e-01;3.057363033294677734e-01;3.981268107891082764e-01;2.750314772129058838e-01;3.030346035957336426e-01;3.124452531337738037e-01;3.089793622493743896e-01;2.898188531398773193e-01;2.578597068786621094e-01;3.411239087581634521e-01;3.104111850261688232e-01;2.907811999320983887e-01;2.922113537788391113e-01;3.227165341377258301e-01;3.631199300289154053e-01;3.265372812747955322e-01;4.750919938087463379e-01
3.682736158370971680e-01;3.680953979492187500e-01;2.893528342247009277e-01;2.840285599231719971e-01;2.753537297248840332e-01;3.061487972736358643e-01;3.308456540107727051e-01;2.974972724914550781e-01;3.910200893878936768e-01;3.256605863571166992e-01;3.372129499912261963e-01;3.159410357475280762e-01;3.581604063510894775e-01;3.255592584609985352e-01;4.762804508209228516e-01;4.110894203186035156e-01;2.831677198410034180e-01;2.522234916687011719e-01;3.949376940727233887e-01;3.829526901245117188e-01;2.390163987874984741e-01;1.867623478174209595e-01;2.425386607646942139e-01;2.559982836246490479e-01;3.396201133728027344e-01;3.040010333061218262e-01;2.901825308799743652e-01;3.085744082927703857e-01;4.748983383178710938e-01;2.666238546371459961e-01;4.005777537822723389e-01;3.769161999225616455e-01;3.468037247657775879e-01;3.126614391803741455e-01;4.644528329372406006e-01;2.942804694175720215e-01;3.532667160034179688e-01;3.749197721481323242e-01;3.738903105258941650e-01;3.448496162891387939e-01;2.977250218391418457e-01;3.269242644309997559e-01;4.001798927783966064e-01;2.619515955448150635e-01;2.198716104030609131e-01;3.015170991420745850e-01;3.141690194606781006e-01;3.107802271842956543e-01;2.637820541858673096e-01;2.978683710098266602e-01;3.264153301715850830e-01;3.198787868022918701e-01;2.380169928073883057e-01;3.999807834625244141e-01;2.908297181129455566e-01;4.294748604297637939e-01;2.745567858219146729e-01;4.056818485260009766e-01;2.526570260524749756e-01;2.744368910789489746e-01;2.633383870124816895e-01;2.460395842790603638e-01;2.539991438388824463e-01;2.081153094768524170e-01;2.766642272472381592e-01;2.650844454765319824e-01;2.365219146013259888e-01;2.502262592315673828e-01;2.647832036018371582e-01;3.326328694820404053e-01;2.664919197559356689e-01;4.379387199878692627e-01
3.064161241054534912e-01;3.192677795886993408e-01;2.247898578643798828e-01;2.547924518585205078e-01;2.711135149002075195e-01;2.438460737466812134e-01;2.344956845045089722e-01;2.321874946355819702e-01;2.960096299648284912e-01;2.497192323207855225e-01;2.599193751811981201e-01;2.785070240497589111e-01;2.946830987930297852e-01;1.973453015089035034e-01;3.854162096977233887e-01;3.744982182979583740e-01;2.069565355777740479e-01;1.986643970012664795e-01;3.655100762844085693e-01;3.066681027412414551e-01;2.055035680532455444e-01;1.309748888015747070e-01;2.014912515878677368e-01;3.077103793621063232e-01;2.749952077865600586e-01;2.502538263797760010e-01;2.326226830482482910e-01;2.424907535314559937e-01;3.747135102748870850e-01;2.117672860622406006e-01;4.132593572139739990e-01;3.865306973457336426e-01;2.882215082645416260e-01;3.065605461597442627e-01;4.729608893394470215e-01;2.339745312929153442e-01;3.051701486110687256e-01;3.139732182025909424e-01;2.850077748298645020e-01;2.895845472812652588e-01;2.253576219081878662e-01;2.791482806205749512e-01;3.548766374588012695e-01;1.825581043958663940e-01;1.877823621034622192e-01;2.282271683216094971e-01;2.329264581203460693e-01;2.380514889955520630e-01;2.289282679557800293e-01;2.439097315073013306e-01;2.780008018016815186e-01;2.533456087112426758e-01;1.977423578500747681e-01;3.384287953376770020e-01;2.392607331275939941e-01;2.955833375453948975e-01;2.122757136821746826e-01;3.581473231315612793e-01;2.386611998081207275e-01;2.716941535472869873e-01;2.026130855083465576e-01;1.894416809082031250e-01;2.129167020320892334e-01;1.700425744056701660e-01;2.247392237186431885e-01;2.324491292238235474e-01;2.097404599189758301e-01;2.218758910894393921e-01;2.042572051286697388e-01;3.316648006439208984e-01;1.841751337051391602e-01;3.918854892253875732e-01
1.920972913503646851e-01;2.344863265752792358e-01;2.244999855756759644e-01;2.279382944107055664e-01;2.905396521091461182e-01;1.891294270753860474e-01;1.632499098777770996e-01;1.824496388435363770e-01;2.160111069679260254e-01;1.780713647603988647e-01;1.775730103254318237e-01;2.190404236316680908e-01;2.145741283893585205e-01;1.791442930698394775e-01;6.655592471361160278e-02;8.616179972887039185e-02;1.429734826087951660e-01;1.288324594497680664e-01;1.742347627878189087e-01;2.594780921936035156e-01;2.008562535047531128e-01;1.218886226415634155e-01;1.500475853681564331e-01;3.130531013011932373e-01;2.656109333038330078e-01;2.183082848787307739e-01;1.711203157901763916e-01;1.943396329879760742e-01;2.040627449750900269e-01;2.055962979793548584e-01;3.862907588481903076e-01;1.260719448328018188e-01;2.346279919147491455e-01;3.555619418621063232e-01;4.927625060081481934e-01;1.920787990093231201e-01;2.813159823417663574e-01;2.251547425985336304e-01;2.329661846160888672e-01;2.158330529928207397e-01;1.606023460626602173e-01;2.832540869712829590e-01;2.786538004875183105e-01;1.693903654813766479e-01;1.763063818216323853e-01;1.645792573690414429e-01;1.619727760553359985e-01;2.296845465898513794e-01;2.228481471538543701e-01;2.129848450422286987e-01;2.503966093063354492e-01;2.364583015441894531e-01;1.701743155717849731e-01;3.086536824703216553e-01;2.470853626728057861e-01;3.302138149738311768e-01;1.938372552394866943e-01;3.520827889442443848e-01;2.530865967273712158e-01;2.517842352390289307e-01;1.539289653301239014e-01;1.439950019121170044e-01;2.151722759008407593e-01;1.468181759119033813e-01;1.929034739732742310e-01;1.917712390422821045e-01;1.816959381103515625e-01;1.850055754184722900e-01;1.548508405685424805e-01;2.795470654964447021e-01;1.564721167087554932e-01;3.384058773517608643e-01
