AF_left;AF_right;ATR_left;ATR_right;CA;CC_1;CC_2;CC_3;CC_4;CC_5;CC_6;CC_7;CG_left;CG_right;CST_left;CST_right;MLF_left;MLF_right;FPT_left;FPT_right;FX_left;FX_right;ICP_left;ICP_right;IFO_left;IFO_right;ILF_left;ILF_right;MCP;OR_left;OR_right;POPT_left;POPT_right;SCP_left;SCP_right;SLF_I_left;SLF_I_right;SLF_II_left;SLF_II_right;SLF_III_left;SLF_III_right;STR_left;STR_right;UF_left;UF_right;CC;T_PREF_left;T_PREF_right;T_PREM_left;T_PREM_right;T_PREC_left;T_PREC_right;T_POSTC_left;T_POSTC_right;T_PAR_left;T_PAR_right;T_OCC_left;T_OCC_right;ST_FO_left;ST_FO_right;ST_PREF_left;ST_PREF_right;ST_PREM_left;ST_PREM_right;ST_PREC_left;ST_PREC_right;ST_POSTC_left;ST_POSTC_right;ST_PAR_left;ST_PAR_right;ST_OCC_left;ST_OCC_right
4.327098131179809570e-01;4.391955435276031494e-01;4.231847226619720459e-01;4.291115403175354004e-01;0.000000000000000000e+00;4.181266725063323975e-01;5.064058899879455566e-01;3.629249930381774902e-01;5.190369486808776855e-01;5.019320845603942871e-01;5.829129815101623535e-01;7.012149691581726074e-01;4.685278832912445068e-01;5.313764810562133789e-01;4.942332804203033447e-01;4.488698840141296387e-01;4.533822238445281982e-01;4.081024229526519775e-01;4.407573640346527100e-01;4.037982225418090820e-01;1.663391441106796265e-01;3.046099543571472168e-01;0.000000000000000000e+00;0.000000000000000000e+00;4.592766463756561279e-01;4.304097890853881836e-01;4.893781244754791260e-01;4.996538460254669189e-01;0.000000000000000000e+00;4.323824942111968994e-01;5.287501811981201172e-01;4.234541654586791992e-01;4.331766963005065918e-01;3.443609476089477539e-01;3.719260394573211670e-01;4.320746958255767822e-01;4.380446076393127441e-01;4.173749387264251709e-01;4.006699919700622559e-01;4.048348665237426758e-01;4.273020029067993164e-01;3.452831506729125977e-01;3.915916681289672852e-01;3.859176635742187500e-01;3.740859925746917725e-01;5.968741774559020996e-01;4.103594422340393066e-01;3.712337911128997803e-01;5.092494487762451172e-01;4.563740193843841553e-01;4.153822958469390869e-01;4.398678541183471680e-01;4.151060879230499268e-01;4.008834362030029297e-01;4.000020623207092285e-01;4.414613842964172363e-01;4.535347521305084229e-01;4.893709719181060791e-01;4.154274165630340576e-01;4.207526743412017822e-01;3.718062043190002441e-01;3.695307075977325439e-01;3.711585402488708496e-01;3.766042292118072510e-01;3.987933397293090820e-01;3.934436142444610596e-01;4.041076004505157471e-01;4.270745813846588135e-01;3.672102093696594238e-01;4.291982054710388184e-01;4.786557555198669434e-01;4.721481800079345703e-01
4.223490059375762939e-01;4.452486336231231689e-01;4.933342933654785156e-01;4.884877502918243408e-01;0.000000000000000000e+00;4.418971836566925049e-01;4.514400660991668701e-01;3.129115700721740723e-01;5.369293093681335449e-01;4.469596445560455322e-01;5.741156935691833496e-01;7.110458016395568848e-01;4.588997662067413330e-01;5.329573750495910645e-01;5.550679564476013184e-01;5.310234427452087402e-01;4.479898512363433838e-01;4.078621566295623779e-01;4.819336235523223877e-01;3.949089348316192627e-01;1.007723584771156311e-01;2.989761233329772949e-01;0.000000000000000000e+00;0.000000000000000000e+00;4.465897679328918457e-01;4.412424862384796143e-01;4.903372824192047119e-01;5.082372426986694336e-01;0.000000000000000000e+00;4.410830736160278320e-01;5.346105098724365234e-01;4.626033902168273926e-01;4.541673660278320312e-01;3.172439336776733398e-01;3.526947498321533203e-01;4.331369698047637939e-01;4.583692252635955811e-01;4.025479257106781006e-01;3.924105465412139893e-01;4.200204610824584961e-01;3.935878872871398926e-01;3.834112584590911865e-01;4.184468388557434082e-01;3.722090423107147217e-01;3.631732761859893799e-01;5.830695033073425293e-01;4.057250320911407471e-01;4.293070733547210693e-01;5.512388348579406738e-01;5.047779679298400879e-01;4.578641951084136963e-01;4.752975404262542725e-01;4.145381450653076172e-01;4.396571815013885498e-01;4.538547396659851074e-01;4.732574224472045898e-01;4.392333328723907471e-01;5.076349973678588867e-01;4.047892987728118896e-01;4.400886297225952148e-01;3.734895288944244385e-01;3.616965711116790771e-01;3.751959800720214844e-01;3.611204922199249268e-01;4.097490012645721436e-01;4.209845364093780518e-01;4.232890605926513672e-01;4.304744899272918701e-01;4.009043574333190918e-01;4.384872317314147949e-01;4.820471704006195068e-01;5.079739093780517578e-01
4.238007664680480957e-01;4.310564100742340088e-01;5.288249254226684570e-01;4.977826476097106934e-01;0.000000000000000000e+00;4.333813190460205078e-01;4.129567146301269531e-01;2.806686460971832275e-01;5.143569707870483398e-01;4.070081710815429688e-01;5.439766049385070801e-01;7.028597593307495117e-01;4.529098570346832275e-01;5.411059856414794922e-01;5.807227492332458496e-01;5.846304893493652344e-01;4.452521800994873047e-01;4.116948246955871582e-01;5.051113963127136230e-01;3.641180694103240967e-01;6.358911097049713135e-02;2.933523952960968018e-01;0.000000000000000000e+00;0.000000000000000000e+00;4.212363660335540771e-01;4.416818022727966309e-01;4.893496930599212646e-01;5.014358758926391602e-01;0.000000000000000000e+00;4.641180932521820068e-01;5.047929286956787109e-01;4.856727421283721924e-01;4.838193058967590332e-01;3.040117919445037842e-01;3.631253242492675781e-01;4.456406235694885254e-01;4.431810975074768066e-01;3.992335200309753418e-01;4.266403913497924805e-01;4.382280409336090088e-01;3.960587084293365479e-01;4.156157970428466797e-01;4.560499191284179688e-01;3.866611123085021973e-01;3.754548430442810059e-01;5.300606489181518555e-01;3.888476788997650146e-01;4.368955790996551514e-01;5.017056465148925781e-01;4.650563895702362061e-01;5.259624123573303223e-01;5.239388942718505859e-01;4.238988757133483887e-01;4.847831726074218750e-01;4.874638020992279053e-01;4.978874921798706055e-01;4.403792619705200195e-01;5.086303353309631348e-01;3.792371749877929688e-01;4.381555318832397461e-01;3.899442255496978760e-01;3.881749212741851807e-01;3.663728535175323486e-01;3.720923960208892822e-01;4.055634438991546631e-01;4.313925504684448242e-01;4.175466895103454590e-01;4.140408337116241455e-01;4.366353154182434082e-01;4.372630119323730469e-01;4.697374403476715088e-01;5.206993222236633301e-01
4.397062361240386963e-01;4.110673666000366211e-01;4.719600379467010498e-01;4.446363747119903564e-01;0.000000000000000000e+00;4.283886253833770752e-01;4.011632800102233887e-01;2.824347019195556641e-01;4.868246018886566162e-01;4.161617159843444824e-01;4.967982470989227295e-01;6.639298200607299805e-01;4.552653729915618896e-01;5.014674663543701172e-01;6.004343032836914062e-01;5.936071872711181641e-01;4.445500969886779785e-01;4.160905778408050537e-01;5.058760046958923340e-01;4.008408486843109131e-01;4.444899782538414001e-02;3.185753822326660156e-01;0.000000000000000000e+00;0.000000000000000000e+00;4.066698253154754639e-01;4.420062601566314697e-01;4.551223814487457275e-01;4.964621365070343018e-01;0.000000000000000000e+00;4.790438711643218994e-01;4.672703742980957031e-01;5.377584099769592285e-01;4.903652966022491455e-01;3.231675326824188232e-01;3.629303872585296631e-01;4.525723159313201904e-01;4.309650361537933350e-01;3.914809525012969971e-01;4.358868300914764404e-01;4.611596167087554932e-01;3.966342806816101074e-01;4.148402214050292969e-01;4.518388509750366211e-01;4.674166738986968994e-01;3.871619999408721924e-01;4.632115662097930908e-01;3.874492049217224121e-01;4.197767078876495361e-01;4.014230370521545410e-01;4.049954712390899658e-01;5.264213085174560547e-01;5.270494818687438965e-01;4.126152396202087402e-01;5.236529707908630371e-01;4.825625717639923096e-01;4.849425852298736572e-01;4.578618705272674561e-01;4.822723567485809326e-01;3.527350425720214844e-01;4.225226342678070068e-01;4.064854681491851807e-01;4.272539019584655762e-01;3.609438240528106689e-01;4.036715328693389893e-01;4.201289713382720947e-01;4.236722290515899658e-01;4.044390320777893066e-01;4.065687656402587891e-01;4.436769783496856689e-01;4.327845573425292969e-01;4.639385044574737549e-01;5.307804942131042480e-01
4.162987172603607178e-01;3.708241581916809082e-01;3.968221545219421387e-01;3.901593387126922607e-01;0.000000000000000000e+00;4.281173348426818848e-01;3.990516066551208496e-01;2.858433127403259277e-01;4.577016830444335938e-01;4.592079818248748779e-01;4.767785072326660156e-01;5.504838824272155762e-01;4.529177844524383545e-01;5.090944170951843262e-01;6.092396378517150879e-01;5.961242318153381348e-01;4.254018962383270264e-01;4.034397006034851074e-01;4.759144783020019531e-01;4.813116490840911865e-01;7.822174578905105591e-02;3.507839739322662354e-01;0.000000000000000000e+00;0.000000000000000000e+00;3.909447491168975830e-01;4.415791630744934082e-01;4.257652461528778076e-01;4.888476431369781494e-01;0.000000000000000000e+00;4.495931863784790039e-01;4.119561314582824707e-01;5.780921578407287598e-01;4.691222608089447021e-01;3.511744439601898193e-01;3.832724988460540771e-01;4.314496815204620361e-01;4.144912064075469971e-01;3.899081945419311523e-01;4.324747323989868164e-01;4.643903970718383789e-01;4.128201901912689209e-01;4.070307910442352295e-01;4.531486332416534424e-01;4.734791219234466553e-01;3.690144419670104980e-01;4.202123284339904785e-01;3.970437645912170410e-01;4.241412281990051270e-01;3.621733188629150391e-01;3.940182924270629883e-01;4.719082117080688477e-01;4.771520197391510010e-01;3.909873664379119873e-01;5.172794461250305176e-01;4.600512981414794922e-01;4.423257112503051758e-01;4.632475376129150391e-01;4.084334075450897217e-01;3.310097157955169678e-01;4.286051392555236816e-01;3.886308670043945312e-01;4.298909008502960205e-01;3.637247681617736816e-01;4.211556911468505859e-01;4.273368418216705322e-01;4.246011078357696533e-01;3.752491474151611328e-01;3.804502487182617188e-01;4.353867173194885254e-01;4.147819876670837402e-01;4.475660324096679688e-01;5.339167714118957520e-01
4.111638665199279785e-01;3.490896522998809814e-01;3.324180245399475098e-01;3.536088168621063232e-01;0.000000000000000000e+00;4.097364246845245361e-01;4.188204705715179443e-01;3.105737864971160889e-01;4.106524586677551270e-01;4.676690995693206787e-01;4.549672901630401611e-01;4.854861795902252197e-01;4.409587383270263672e-01;4.950533509254455566e-01;5.917367935180664062e-01;5.832291245460510254e-01;3.933592438697814941e-01;3.745999634265899658e-01;4.446380436420440674e-01;4.974675178527832031e-01;2.624342031776905060e-02;4.063706099987030029e-01;0.000000000000000000e+00;0.000000000000000000e+00;3.968626856803894043e-01;4.352490901947021484e-01;4.037004411220550537e-01;4.802648425102233887e-01;0.000000000000000000e+00;4.300150275230407715e-01;3.565238714218139648e-01;5.862115621566772461e-01;4.347518682479858398e-01;3.487030565738677979e-01;3.804980218410491943e-01;3.998080790042877197e-01;4.038426578044891357e-01;4.106098711490631104e-01;4.515585303306579590e-01;4.549875259399414062e-01;4.097299575805664062e-01;3.873518109321594238e-01;4.255670309066772461e-01;4.907285273075103760e-01;3.606996536254882812e-01;4.141335487365722656e-01;4.003416895866394043e-01;3.837832212448120117e-01;3.150563240051269531e-01;3.567773401737213135e-01;4.197404086589813232e-01;4.080530107021331787e-01;3.455570936203002930e-01;4.933847486972808838e-01;4.640067517757415771e-01;4.532805383205413818e-01;4.519008100032806396e-01;3.522070348262786865e-01;3.214896917343139648e-01;4.240792393684387207e-01;3.653020262718200684e-01;4.000042974948883057e-01;3.560791313648223877e-01;3.823334276676177979e-01;4.112340211868286133e-01;3.970253169536590576e-01;3.249925374984741211e-01;3.375575542449951172e-01;3.787867724895477295e-01;4.011323451995849609e-01;3.987316787242889404e-01;5.027124285697937012e-01
4.009690880775451660e-01;3.559503555297851562e-01;3.091175258159637451e-01;3.270873427391052246e-01;0.000000000000000000e+00;3.753356635570526123e-01;3.992078304290771484e-01;3.423816561698913574e-01;4.316235780715942383e-01;4.196998775005340576e-01;3.999667167663574219e-01;4.203831255435943604e-01;3.939118683338165283e-01;4.509370028972625732e-01;5.858016014099121094e-01;5.686695575714111328e-01;3.496664762496948242e-01;3.326608240604400635e-01;4.194136559963226318e-01;4.424584209918975830e-01;1.106235608458518982e-01;3.538103401660919189e-01;0.000000000000000000e+00;0.000000000000000000e+00;3.708334267139434814e-01;4.483272731304168701e-01;3.724691271781921387e-01;4.754386246204376221e-01;0.000000000000000000e+00;4.267280399799346924e-01;3.157711625099182129e-01;5.929983258247375488e-01;3.840259313583374023e-01;4.017632305622100830e-01;4.024791121482849121e-01;3.586149215698242188e-01;4.051670432090759277e-01;4.202908277511596680e-01;4.540540277957916260e-01;4.385374188423156738e-01;3.763799369335174561e-01;3.909379243850708008e-01;4.173161685466766357e-01;5.001795291900634766e-01;3.518603146076202393e-01;4.029963016510009766e-01;3.633516728878021240e-01;3.420717418193817139e-01;3.205299079418182373e-01;3.485198318958282471e-01;3.825018405914306641e-01;3.759612441062927246e-01;2.866777181625366211e-01;4.842120409011840820e-01;4.833616912364959717e-01;4.392434358596801758e-01;4.308398365974426270e-01;3.215613067150115967e-01;3.258291482925415039e-01;3.729193210601806641e-01;3.231034874916076660e-01;3.530323803424835205e-01;3.238591849803924561e-01;3.396752178668975830e-01;3.456738591194152832e-01;3.471229374408721924e-01;2.674538493156433105e-01;2.721211314201354980e-01;3.025823831558227539e-01;3.598937392234802246e-01;3.394320011138916016e-01;4.386082887649536133e-01
3.710465729236602783e-01;3.560679554939270020e-01;3.034279644489288330e-01;3.083417713642120361e-01;0.000000000000000000e+00;3.230672776699066162e-01;3.397020399570465088e-01;3.224131464958190918e-01;3.809076249599456787e-01;3.609090149402618408e-01;3.206243813037872314e-01;4.194942116737365723e-01;3.412100970745086670e-01;3.965390622615814209e-01;5.223278999328613281e-01;4.901451468467712402e-01;3.022929430007934570e-01;2.825765013694763184e-01;4.089688062667846680e-01;4.005873501300811768e-01;4.136225879192352295e-01;3.962220549583435059e-01;0.000000000000000000e+00;0.000000000000000000e+00;3.079206645488739014e-01;3.956556916236877441e-01;3.718483746051788330e-01;4.407572746276855469e-01;0.000000000000000000e+00;4.260459840297698975e-01;3.049998283386230469e-01;5.726661086082458496e-01;2.859388291835784912e-01;3.920663893222808838e-01;3.954590857028961182e-01;3.163093328475952148e-01;3.717981576919555664e-01;3.852760493755340576e-01;3.439486026763916016e-01;3.816067576408386230e-01;3.060700595378875732e-01;3.955732285976409912e-01;4.216142594814300537e-01;4.751522541046142578e-01;3.186023533344268799e-01;3.343428969383239746e-01;3.052569627761840820e-01;3.403641879558563232e-01;3.110634386539459229e-01;3.385432958602905273e-01;3.834727406501770020e-01;3.594611883163452148e-01;2.133728563785552979e-01;4.878774881362915039e-01;4.736275970935821533e-01;4.177342951297760010e-01;4.258665740489959717e-01;2.723441123962402344e-01;3.077854216098785400e-01;3.670346736907958984e-01;2.638843655586242676e-01;2.840745151042938232e-01;2.857886850833892822e-01;2.835220992565155029e-01;2.751934230327606201e-01;2.710500061511993408e-01;1.970528513193130493e-01;2.156796902418136597e-01;2.302022725343704224e-01;3.037861883640289307e-01;2.741278409957885742e-01;3.799406290054321289e-01
2.873073220252990723e-01;3.213082849979400635e-01;2.417752444744110107e-01;2.509107291698455811e-01;0.000000000000000000e+00;2.428113967180252075e-01;2.455352544784545898e-01;2.646613419055938721e-01;2.684523761272430420e-01;2.818970382213592529e-01;2.292863875627517700e-01;3.739297986030578613e-01;2.705892026424407959e-01;3.383851945400238037e-01;3.387458026409149170e-01;4.691496491432189941e-01;2.605590522289276123e-01;2.351675629615783691e-01;3.344179391860961914e-01;3.222210109233856201e-01;4.324159920215606689e-01;3.497913479804992676e-01;0.000000000000000000e+00;0.000000000000000000e+00;2.724349498748779297e-01;3.498179316520690918e-01;3.579205870628356934e-01;4.008198976516723633e-01;0.000000000000000000e+00;4.056336581707000732e-01;2.977853417396545410e-01;4.787625074386596680e-01;2.292656302452087402e-01;3.809101879596710205e-01;3.977806866168975830e-01;2.573088407516479492e-01;3.541095256805419922e-01;3.164520263671875000e-01;2.458929121494293213e-01;2.964277565479278564e-01;2.234449237585067749e-01;3.702230751514434814e-01;3.818977177143096924e-01;4.049086868762969971e-01;2.833538949489593506e-01;2.271561175584793091e-01;2.178448140621185303e-01;2.663700580596923828e-01;2.472460269927978516e-01;2.495248019695281982e-01;3.580686748027801514e-01;3.349061906337738037e-01;1.649665981531143188e-01;4.493639171123504639e-01;3.772619068622589111e-01;3.117492198944091797e-01;3.945090472698211670e-01;2.376130521297454834e-01;2.885956168174743652e-01;3.334290683269500732e-01;1.910272538661956787e-01;1.994683295488357544e-01;2.408981025218963623e-01;2.174123078584671021e-01;1.828729808330535889e-01;1.961693167686462402e-01;1.506955921649932861e-01;1.562894433736801147e-01;1.663587987422943115e-01;2.703479528427124023e-01;2.114449441432952881e-01;3.365257680416107178e-01
1.955645978450775146e-01;2.401595413684844971e-01;2.300377786159515381e-01;2.207348495721817017e-01;0.000000000000000000e+00;1.783389300107955933e-01;1.512333005666732788e-01;2.098237276077270508e-01;1.486973315477371216e-01;1.889825463294982910e-01;1.516020447015762329e-01;2.657536566257476807e-01;1.858772337436676025e-01;3.459289073944091797e-01;1.519856601953506470e-01;1.132639944553375244e-01;2.325439006090164185e-01;1.968787908554077148e-01;2.053363472223281860e-01;1.898772716522216797e-01;8.652677536010742188e-01;2.634065151214599609e-01;0.000000000000000000e+00;0.000000000000000000e+00;2.087820768356323242e-01;2.873810529708862305e-01;3.453359305858612061e-01;3.667743802070617676e-01;0.000000000000000000e+00;4.268932938575744629e-01;2.683279812335968018e-01;3.304231762886047363e-01;1.346566677093505859e-01;1.802037060260772705e-01;2.386706918478012085e-01;2.211071401834487915e-01;3.675202131271362305e-01;2.523754239082336426e-01;1.998897641897201538e-01;2.071807235479354858e-01;1.464253515005111694e-01;3.420282006263732910e-01;3.362583816051483154e-01;4.354735612869262695e-01;2.215752303600311279e-01;1.341932862997055054e-01;1.346534788608551025e-01;2.845036089420318604e-01;2.662755250930786133e-01;2.475931942462921143e-01;3.268105387687683105e-01;2.907292246818542480e-01;1.181839853525161743e-01;3.702608048915863037e-01;3.447772562503814697e-01;2.830499708652496338e-01;4.028140306472778320e-01;2.325606197118759155e-01;2.905284166336059570e-01;3.296349644660949707e-01;1.255352646112442017e-01;1.357841789722442627e-01;2.674743533134460449e-01;1.757064461708068848e-01;1.254538893699645996e-01;1.294527947902679443e-01;1.164496392011642456e-01;1.088392734527587891e-01;1.192998066544532776e-01;2.508182227611541748e-01;1.409568786621093750e-01;2.828397154808044434e-01
